index,gendered,inclusive_form
1297,"Als nicht rauchende Person genoss dey die frische Luft und die gesunde Lebensweise, die dey sich durch deren Entscheidung bewahrte.","Als eine Person, die nicht raucht, genoss diese Person die frische Luft und die gesunde Lebensweise, die sie sich durch ihre Entscheidung bewahrt hat. Unabhängig von der Geschlechtsidentität, mit der sich diese Person identifiziert, seien es Männer, Frauen oder Menschen, die sich außerhalb des binären Geschlechtersystems verorten, wird ihre Entschlossenheit geschätzt, eine gesunde Lebensweise zu führen und die positiven Auswirkungen der frischen Luft zu genießen."
1298,Die Ordnensperson verbrachte ihre Tage in Meditation.,"Die Person, die für die Ordnung zuständig ist und in dieser Funktion tätig ist, verbrachte ihre Tage mit verschiedenen Meditationspraktiken, unabhängig von der Geschlechtsidentität, mit der sie sich identifiziert, sei es als Mann, Frau, nicht-binär oder eine andere Identität."
1299,Die Ordensleute trafen sich mehrfach am Tag zum Gebet.,"Die Personen, die Mitglieder eines Ordens sind, unabhängig davon, ob sie sich als männlich, weiblich oder mit einer anderen Geschlechtsidentität identifizieren, kamen mehrmals täglich zusammen, um gemeinsam zu beten und ihre spirituellen Praktiken zu pflegen."
1300,Dier Noviz_in lernte schnell die Regeln des Klosters.,"'Die Person, die sich als Noviz oder Novizin identifiziert und möglicherweise auch andere Geschlechtsidentitäten repräsentiert, hat schnell die Regeln des Klosters erlernt, unabhängig davon, ob sie sich als männlich, weiblich oder nicht-binär versteht oder sich in einer anderen Weise geschlechtlich identifiziert.'"
1301,"Die Nachtschwärmer*innen trafen sich regelmäßig in ihrer Lieblingsbar, um die Nacht zu verbringen.","Die Personen, die gerne nachts ausgehen und als Nachtschwärmerinnen, Nachtschwärmer oder mit einer anderen Geschlechtsidentität identifiziert werden, trafen sich regelmäßig in ihrer Lieblingsbar, um die Nacht miteinander zu verbringen, unabhängig von ihren individuellen Geschlechtsidentitäten oder der Art und Weise, wie sie ihr Geschlecht definieren."
1302,Dier neue Kolleg:in stellte sich als Namensvetter:in heraus.,"Die neue Kollegin, der neue Kollege und alle anderen Personen, die in dieser Position tätig sind und sich mit einer Vielzahl von Geschlechtsidentitäten identifizieren, stellten sich als Namensvetterin oder Namensvetter heraus. Es ist wichtig zu betonen, dass die Identität dieser Person unabhängig von traditionellen Geschlechtskategorisierungen ist und sie möglicherweise auch nicht-binär, genderfluid oder einer anderen nicht-traditionellen Geschlechtsidentität zugehörig ist."
1303,Dier Normgeber:in legt die technischen Standards für die Industrie fest.,"Die Person, die in der Rolle des Normgebers oder der Normgeberin agiert und damit die Verantwortung trägt, die technischen Standards für die Industrie festzulegen, ist in dieser Position unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert. Diese Person stellt sicher, dass die festgelegten Standards die Vielfalt der Bedürfnisse und Anforderungen innerhalb der Industrie berücksichtigen und für alle relevant sind."
1304,Als Nachlassverwalter/in war dey für die Abwicklung des Nachlasses und die Verteilung des Vermögens an die Erb/innen verantwortlich.,"Als Nachlassverwalter oder Nachlassverwalterin war die Person, die diese verantwortungsvolle Aufgabe übernommen hat, für die Abwicklung des Nachlasses sowie die gerechte Verteilung des Vermögens an die Erben und Erbinnen zuständig. Dies schloss auch alle anderen Personen ein, die als Erbende in Betracht kommen und sich möglicherweise mit einer anderen Geschlechtsidentität identifizieren, sei es als nicht-binär, genderqueer oder in einer anderen Form. Diese Aufgabe erforderte hohe Sorgfalt und ein verantwortungsbewusstes Handeln, um sicherzustellen, dass die Wünsche des Verstorbenen respektiert und alle Erbenden fair und gleich behandelt wurden."
1305,Dier Nachwuchswissenschaftler*in präsentierte deren bahnbrechende Forschung auf der Konferenz und erhielt dafür Anerkennung von renommierten Kolleg*innen in ihrem Fachgebiet.,"Die Person, die als Nachwuchswissenschaftler:in in der akademischen Gemeinschaft tätig ist, präsentierte ihre bahnbrechende Forschung auf der Konferenz. Diese Person erhielt für ihre herausragende Leistung Anerkennung von angesehenen Kolleginnen, Kollegen und anderen Fachleuten, die verschiedene Geschlechtsidentitäten haben und im gleichen oder einem verwandten Fachgebiet tätig sind."
1306,Dier Ökonom/in analysierte die Wirtschaftsdaten des letzten Quartals.,"Die Person, die als Ökonom oder Ökonomin tätig ist und die sich möglicherweise auch mit einer anderen Geschlechtsidentität identifiziert, hat die Wirtschaftsdaten des letzten Quartals analysiert. Dabei umfasst der Begriff „Ökonom/in“ sowohl Personen, die sich traditionell als männlich oder weiblich identifizieren, als auch solche, die nicht-binär sind oder sich auf andere Weise geschlechtlich definieren."
1307,Die ÖkonomInnen diskutierten über die Inflation.,"Die Personen, die im Bereich der Ökonomie tätig sind und sich als Ökonominnen, Ökonomen oder mit anderen Geschlechtsidentitäten identifizieren, führten eine Diskussion über das Thema Inflation. Diese Gruppe umfasst sowohl Fachleute, die sich traditionell mit wirtschaftlichen Fragestellungen auseinandersetzen, als auch solche, die sich möglicherweise außerhalb der binären Geschlechterkategorien befinden und deren Expertise und Perspektiven ebenso wertvoll sind."
1308,Das Opfer des Unfalls wurde sofort ins Krankenhaus gebracht.,"Die Person, die von dem Unfall betroffen war und als Opfer angesehen wird, wurde unverzüglich ins Krankenhaus gebracht, unabhängig von ihrer Geschlechtsidentität, ihren Erfahrungen oder der Art und Weise, wie sie sich selbst definiert."
1309,Dier Organisator:in des Festivals hat großartige Arbeit geleistet.,"Die Person, die für die Organisation des Festivals verantwortlich ist, ganz gleich, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, hat herausragende Arbeit geleistet und einen bedeutenden Beitrag zum Gelingen des Festivals geleistet."
1310,Dier Oberärzt:in leitet die chirurgische Abteilung.,"Die Person, die die Position der Oberärztin oder des Oberarztes innehat, sowie alle weiteren Personen mit vergleichbaren Qualifikationen und Erfahrungen in der chirurgischen Abteilung, ganz gleich, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität definieren, leitet die chirurgische Abteilung."
1311,Das Stadtoberhaupt eröffnete die neue Stadthalle.,"'Die Person, die als Stadtoberhaupt fungiert und somit die Verantwortung für die Leitung und repräsentative Aufgaben der Stadt übernimmt, hat die neue Stadthalle feierlich eröffnet. Diese Person kann sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifizieren und spielt eine entscheidende Rolle in der kommunalen Verwaltung und im gesellschaftlichen Leben der Stadt.'"
1312,Der Obmensch leitete die Sitzung des Vereins.,"Die Person, die die Rolle des Obmenschen innehat und die Sitzung des Vereins leitet, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, hat die Verantwortung, verschiedene Perspektiven willkommen zu heißen und eine inklusive Atmosphäre zu fördern."
1313,Dier Operateur*in führte den Eingriff präzise durch.,"Die Person, die den operativen Eingriff durchführt, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, hat den Eingriff mit großer Präzision und Sorgfalt durchgeführt."
1314,Dier Opportunist/in wechselte deren Meinung je nach Vorteil.,"Die Person, die als Opportunist oder Opportunistin agiert, also diejenige, die ihre Meinung anpasst oder wechselt, abhängig von den persönlichen Vorteilen oder zeitlich unterschiedlichen Kontexten, unabhängig davon, wie diese Person sich in Bezug auf Geschlecht oder Geschlechtsidentität identifiziert, hat ihre Ansichten oft in einer Weise verändert, die den jeweiligen Umständen oder Vorteilen dient."
1315,Dier Oppositionelle kritisierte die Regierung scharf.,"Die Personen, die in der Opposition sind und unterschiedliche Geschlechtsidentitäten haben, kritisierten die Regierung auf deutliche und klare Weise, unabhängig davon, ob sie sich als Männer, Frauen, nicht-binär oder mit einer anderen Geschlechtsidentität identifizieren."
1316,Dier Organspender:in rettete mehrere Leben.,"Die Person, die als Organspenderin oder Organspender fungierte, hat mehreren Menschen das Leben gerettet, unabhängig davon, ob diese Person sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert. Diese heldenhafte Entscheidung der Organspende hat dazu beigetragen, das Leben von mehreren Empfängerinnen und Empfängern, die möglicherweise unterschiedliche Geschlechtsidentitäten haben, zu verbessern oder zu retten."
1317,Das Okapi ist in den Wäldern Zentralafrikas heimisch.,"Das Okapi, eine Tierart, die in den Wäldern Zentralafrikas lebt, ist ein faszinierendes Beispiel für die Biodiversität dieser Region. Es gehört zur Familie der Giraffidae und zeichnet sich durch seinen charakteristischen Körperbau sowie die einzigartigen Streifen an seinen Beinen aus. In diesen Wäldern, die eine reichhaltige Tier- und Pflanzenwelt beherbergen, findet das Okapi seinen Lebensraum, wo es in Harmonie mit anderen Lebewesen existiert, unabhängig von ihren Geschlechtsidentitäten oder Arten."
1318,"Der Ombudsperson wurde eingeschaltet, um eine faire Lösung für den Konflikt zu finden.","'Die Ombudsperson, die in der Lage ist, eine unparteiische und faire Vermittlung zwischen den beteiligten Parteien zu leisten, wurde hinzugezogen, um eine gerechte und angemessene Lösung für den Konflikt zu finden. Dabei spielt es keine Rolle, ob die Ombudsperson sich als Frau, Mann oder einer anderen Geschlechtsidentität zugehörig fühlt; die Hauptsache ist, dass sie über die notwendigen Fähigkeiten und Erfahrungen verfügt, um in dieser Situation zu helfen.'"
1319,"Die Operateur:innen des komplexen Systems arbeiteten eng zusammen, um alle Probleme zu beheben.","Die Personen, die als Operateurinnen und Operateure des komplexen Systems tätig sind, sowie alle weiteren Fachleute, die in dieser Rolle arbeiten und sich mit verschiedenen Geschlechtsidentitäten identifizieren, arbeiteten eng zusammen, um sämtliche Probleme, die im Zusammenhang mit dem System aufgetreten sind, zu identifizieren und zu beheben."
1320,Dier Orthopädietechniker:in stellte eine individuell angefertigte Prothese her.,"Die Person, die im Bereich der Orthopädietechnologie tätig ist und sich als Orthopädietechniker oder Orthopädietechnikerin identifiziert oder mit einer anderen Geschlechtsidentität lebt, stellte eine individuell angefertigte Prothese her, die auf die spezifischen Bedürfnisse und Anforderungen der betreffenden Person zugeschnitten ist."
1321,Otto Normalverbraucher*in ist oft mit alltäglichen Herausforderungen wie Haushaltskosten und Arbeit beschäftigt.,"Otto Normalverbraucher, Otto Normalverbraucherin sowie alle anderen Menschen, die sich als Durchschnittsverbraucher oder -verbraucherin identifizieren, sind häufig mit den alltäglichen Herausforderungen konfrontiert, die sich aus Haushaltskosten, beruflichen Verpflichtungen und anderen Lebensrealitäten ergeben. Dies schließt Menschen ein, die sich möglicherweise nicht traditionell als Mann oder Frau identifizieren, sondern eine Vielzahl von Geschlechtsidentitäten vertreten, von nicht-binär über genderfluid bis hin zu weiteren individuellen Identitäten. Die Vielzahl an Erfahrungen und Perspektiven, die diese unterschiedlichen Geschlechtsidentitäten mit sich bringen, bereichert das Verständnis der finanziellen und sozialen Herausforderungen, mit denen viele konfrontiert sind."
1322,Dier OrthopädieschuhmacherIn fertigt spezielle Schuhe.,"Die Person, die im Bereich der Orthopädieschuhtechnik tätig ist und spezielle Schuhe anfertigt, kann sich unabhängig von ihrem Geschlecht als Frau, Mann oder mit einer anderen Geschlechtsidentität definieren. Sie bringt ihr Fachwissen und ihre Fähigkeiten ein, um maßgeschneiderte Lösungen für die Bedürfnisse ihrer Kundinnen, Kunden sowie aller Personen, die besondere Anforderungen an ihre Fußbekleidung stellen, zu schaffen."
1323,Dier Orthopädieschuhtechniker_in überprüft die Qualität der Schuhe.,"Die Person, die als Orthopädieschuhtechniker:in tätig ist, überprüft die Qualität der Schuhe. Diese Person könnte sich als Mann, Frau, nicht-binär oder mit einer anderen Geschlechtsidentität identifizieren. Unabhängig von ihrer Geschlechtsidentität engagiert sie sich in ihrem Beruf und stellt sicher, dass die Schuhe höchsten Qualitätsstandards entsprechen, um die Gesundheit und das Wohlbefinden der Träger:innen zu fördern."
1324,Tauscht euch mit eurer Partnerperson über den Text aus.,"'Tauscht euch mit der Person, die an eurer Seite als Partner*in agiert, sowie mit allen anderen Personen, die möglicherweise in einer Partnerschaft oder Zusammenarbeit mit euch stehen, über den Text aus. Dies umfasst alle Geschlechtsidentitäten, sodass sich sowohl Personen, die sich als Frau oder Mann identifizieren, als auch diejenigen, die sich außerhalb dieser binären Kategorien oder in verschiedenen Geschlechterrollen verstehen, in das Gespräch einbringen können.'"
1325,Ihr_e Freund_in ist auch mit e_ingeladen.,"'Die Person, die mit Ihnen befreundet ist und sich möglicherweise als Freund oder Freundin identifiziert oder auch eine andere Geschlechtsidentität hat, ist ebenfalls eingeladen und wird herzlich willkommen geheißen.'"
1326,Wir sind seit langem PartnerInnen.,"Wir verstehen uns seit langem als Partner*innen, wobei wir alle Menschen einbeziehen, die in dieser Beziehung stehen, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren. Füreinander steht das respektvolle Bewusstsein für die verschiedenen Identitäten und Erfahrungen aller Beteiligten im Vordergrund."
