index,gendered,inclusive_form
1321,Otto Normalverbraucher*in ist oft mit alltäglichen Herausforderungen wie Haushaltskosten und Arbeit beschäftigt.,"Otto Normalverbraucher, Otto Normalverbraucherin sowie alle anderen Menschen, die sich als Durchschnittsverbraucher oder -verbraucherin identifizieren, sind häufig mit den alltäglichen Herausforderungen konfrontiert, die sich aus Haushaltskosten, beruflichen Verpflichtungen und anderen Lebensrealitäten ergeben. Dies schließt Menschen ein, die sich möglicherweise nicht traditionell als Mann oder Frau identifizieren, sondern eine Vielzahl von Geschlechtsidentitäten vertreten, von nicht-binär über genderfluid bis hin zu weiteren individuellen Identitäten. Die Vielzahl an Erfahrungen und Perspektiven, die diese unterschiedlichen Geschlechtsidentitäten mit sich bringen, bereichert das Verständnis der finanziellen und sozialen Herausforderungen, mit denen viele konfrontiert sind."
1662,Jörg übernahm die Rolle dies Schirmherr/in für das Wohltätigkeitskonzert.,"'Die Person, die als Schirmherr oder Schirmherrin für das Wohltätigkeitskonzert tätig wurde, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, hat diese verantwortungsvolle Rolle übernommen, um das Konzert zu unterstützen und dessen Ziele zu fördern.'"
655,Dier Gewinner:in des Wettbewerbs freute sich über den ersten Platz.,"Die Person, die den Wettbewerb gewonnen hat, ganz gleich, ob sie sich als Gewinnerin, Gewinner oder mit einer anderen Geschlechtsidentität identifiziert, freute sich über den ersten Platz."
532,Im Interview mit Fachleuten wurden tiefe Einblicke gewährt.,"Im Interview mit Fachleuten, die sich in ihren jeweiligen Bereichen auskennen und ihre Expertise in verschiedenen Formen und Geschlechtsidentitäten repräsentieren, wurden tiefgehende Einblicke gewährt. Diese Expertinnen, Experten und alle anderen Fachpersonen, die sich in Bezug auf Geschlecht nicht in die traditionellen Kategorien einordnen, teilen ihr Wissen und ihre Perspektiven, um ein umfassenderes Verständnis für die behandelten Themen zu ermöglichen. Diese Vielfalt an Sichtweisen trägt dazu bei, dass die gewonnenen Einsichten noch bereichernder und aussagekräftiger sind."
1989,Dier Zauber/in verblüffte das Publikum mit deren Tricks.,"Die Person, die als Zauberer oder Zauberin auftritt, sowie alle anderen, die sich in dieser Rolle sehen und möglicherweise andere Geschlechtsidentitäten als die traditionellen Kategorien von Mann und Frau vertreten, verblüffte das Publikum mit ihren beeindruckenden Tricks."
1772,Dier Tierärzt:in untersuchte die Katze gründlich und verschrieb ihr ein Medikament gegen die Infektion.,"Die Tierärztin, der Tierarzt und alle weiteren Personen, die in der Tiermedizin tätig sind und sich mit verschiedenen Geschlechtsidentitäten identifizieren, führten eine gründliche Untersuchung der Katze durch und verschrieben ihr ein Medikament zur Behandlung der Infektion, unabhängig davon, wie sie sich selbst hinsichtlich ihres Geschlechts definieren."
1154,Deutsch ist meine Erstsprache.,"'Deutsch ist meine Erstsprache' -> 'Die Sprache, die ich als meine erste Sprache erlernt habe und mit der ich mich am vertrautesten fühle, ist Deutsch, unabhängig davon, ob ich mich als männlich, weiblich oder mit einer anderen Geschlechtsidentität identifiziere.'"
1814,Die Trauer drohte dem zu überwältigen.,"'Die Trauer drohte die Person, die sich in diesem Moment emotional angesprochen fühlt, zu überwältigen, unabhängig davon, wie sie ihre Geschlechtsidentität selbst definiert und wahrnimmt.'"
1600,Die Schlichter/in vermittelte im Streit.,"Die Person, die als Schlichter*in fungiert und in der Lage ist, Konflikte zu vermitteln, spielt eine entscheidende Rolle bei der Lösung von Streitigkeiten, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert."
1018,Dier KörperspenderIn hat deren Überreste der medizinischen Forschung zur Verfügung gestellt.,"Die Person, die ihren oder ihren Körper für die medizinische Forschung zur Verfügung gestellt hat, unabhängig von ihrer Geschlechtsidentität, sei es als Frau, Mann oder eine andere Identität, hat damit einen wertvollen Beitrag zur wissenschaftlichen Erkenntnis und Gesundheit geleistet."
605,Die Forscher:innen entdeckten eine neue Pflanzenart im Regenwald.,"Die Personen, die als Forscherinnen, Forscher oder mit einer anderen Geschlechtsidentität identifizierte Fachleute in der botanischen Forschung tätig sind, entdeckten eine neue Pflanzenart im Regenwald. Dazu gehören alle Personen, die sich durch ihre berufliche Tätigkeit oder ihr Interesse mit der Wissenschaft beschäftigen, unabhängig von ihrer Geschlechtsidentität oder -ausdruck."
736,Die Hilfskräfte verteilten Essen und Decken an die Bedürftigen.,"Die Personen, die als Hilfskräfte tätig sind und verschiedene Geschlechtsidentitäten leben, haben Essen und Decken an diejenigen verteilt, die in einer Bedürftigkeitssituation sind, unabhängig von ihrem Geschlecht, ihrer Geschlechtsidentität oder sozialen Stellung."
1065,"Dier Landnutzer_in bewirtschaftet deren Grundstück nachhaltig, um die Bodenqualität zu erhalten.","Die Person, die das Land nutzt, bewirtschaftet ihr Grundstück auf eine nachhaltige Weise, um die Bodenqualität zu erhalten, unabhängig davon, ob diese Person sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert. In dieser Tätigkeit wird Wert darauf gelegt, dass umweltfreundliche Methoden angewendet werden, um die Ressourcen der Erde zu schützen und eine gesunde, fruchtbare Umgebung für zukünftige Generationen zu schaffen."
1896,"... Halten Sie 1,5m Abstand zu anderen. / ... Halten Sie 1,5m Abstand zur Person vor Ihnen.","'Bitte halten Sie einen Abstand von 1,5 Metern zu anderen Personen ein, unabhängig von deren Geschlechtsidentität, Geschlechtsausdruck oder sozialen Beziehungen. Dies schließt alle ein, die sich als Frauen, Männer, nicht-binär, genderfluid, agender oder mit einer anderen Geschlechtsidentität identifizieren. Achten Sie bitte auch darauf, einen Abstand von 1,5 Metern zu der Person vor Ihnen zu wahren, ungeachtet ihrer individuellen Merkmale oder Identitäten.'"
952,Der Schutz der Daten der Kundschaft hat bei uns höchste Priorität.,"Der Schutz der Daten aller Personen, die unsere Dienstleistungen in Anspruch nehmen und sich als Kundschaft verstehen, hat für uns oberste Priorität. Dabei respektieren wir alle Geschlechtsidentitäten und stellen sicher, dass jede Person, unabhängig davon, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität identifiziert, den gleichen hohen Schutz und die gleiche Sorgfalt bezüglich ihrer persönlichen Informationen erhält."
1159,Dier Magier*in faszinierte die Kinder im Publikum.,"Die Person, die als Magier oder Magierin auftritt und die Fähigkeit hat, durch verschiedene künstlerische und zauberhafte Darbietungen zu unterhalten, faszinierte alle Kinder im Publikum, unabhängig davon, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität verstehen. Das Publikum setzte sich aus Kindern zusammen, die sich als Jungen, Mädchen oder mit anderen Geschlechtsidentitäten identifizieren."
539,Deren Expert*innentum in diesem Fachgebiet ist unbestritten.,"Das Fachwissen und die Expertise der Personen, die in diesem speziellen Bereich tätig sind, ist unbestritten, unabhängig davon, ob sie sich als Frauen, Männer oder mit einer anderen Geschlechtsidentität identifizieren. In diesem Kontext sind alle Fachleute, die aufgrund ihrer Qualifikationen, Erfahrungen und Fähigkeiten zu den anerkannten Autoritäten in diesem Gebiet zählen, in ihrer jeweiligen Identität wertgeschätzt und respektiert."
2005,"Dier Zitatgeber:in lieferte die berühmten Worte, die in der Rede verwendet wurden, um die Botschaft zu verstärken.","Die Person, die das Zitat gegeben hat, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, lieferte die berühmten Worte, die in der Rede verwendet wurden, um die Botschaft zu verstärken. Diese Person könnte auch eine nicht-binäre Identität, eine genderfluide Identität oder eine andere Geschlechtsidentität haben, und ihre Beiträge werden geschätzt und anerkannt, um ein umfassenderes Verständnis der kommunizierten Inhalte zu fördern."
678,Dier GegenspielerIn machte dem das Leben schwer.,"Die Person, die die Rolle des Gegenspielers oder der Gegenspielerin einnimmt, schuf Herausforderungen und machte das Leben für die andere beteiligte Person oder Gruppe schwer, unabhängig von deren Geschlechtsidentität oder -ausdruck."
857,Dier Journalist/in schrieb einen Artikel über die aktuellen politischen Ereignisse.,"Die Person, die als Journalist oder Journalistin tätig ist und sich möglicherweise auch mit anderen Geschlechtsidentitäten identifiziert, hat einen Artikel über die aktuellen politischen Ereignisse verfasst. Dieser Artikel wurde aus der Perspektive einer Person geschrieben, die in der journalistischen Branche arbeitet und deren Geschlechtsidentität möglicherweise nicht den traditionellen Kategorien von Mann oder Frau entspricht, sondern vielfältige Formen annehmen kann."
1561,Dier Sexist/in wurde für deren diskriminierende Kommentare kritisiert.,"Die Person, die sexistische Äußerungen oder Verhaltensweisen gezeigt hat, wurde für diese diskriminierenden Kommentare kritisiert, unabhängig davon, wie sie sich selbst in Bezug auf Geschlecht und Geschlechtsidentität identifiziert. Dies schließt Frauen, Männer sowie nicht-binäre Personen und andere Geschlechtsidentitäten ein, die möglicherweise nicht in die traditionellen Kategorien passen."
143,"Eine Person aus meiner Klasse hatte als Kind eine Aupairperson, dey hat uns manchmal abgeholt und uns mit den Hausaufgaben geholfen.","Eine Person aus meiner Klasse hatte als Kind eine Au-pair-Person, die sowohl in ihrer Geschlechtsidentität als auch in ihrem sozialen Auftreten möglicherweise als männlich, weiblich oder nicht-binär wahrgenommen wurde. Diese Person hat uns manchmal abgeholt und uns bei unseren Hausaufgaben geholfen, unabhängig davon, in welcher Weise sie sich selbst sieht oder von anderen gesehen wird."
1924,... Am Wahlsonntag äußerten die Wähler_innen ihren Unmut über die aktuelle Regierung.,"Am Wahlsonntag äußerten die Personen, die ihre Stimme bei der Wahl abgeben, ihren Unmut über die aktuelle Regierung. Dazu gehören Wähler, Wählerinnen sowie alle anderen Personen, die sich in einer Geschlechtsidentität definieren, die möglicherweise von den traditionellen Kategorien Mann und Frau abweicht. Alle, die an diesem demokratischen Prozess teilnehmen, bringen ihre Meinungen und Gefühle zum Ausdruck, unabhängig von ihrer Geschlechtsidentität oder ihrem Geschlechtsausdruck."
1097,Auf dem offiziellen Dokument musste dey deren Geburtsnamen angeben.,"Auf dem offiziellen Dokument musste die Person, die das Dokument ausfüllt, ihren oder ihren Geburtsnamen angeben, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert."
1300,Dier Noviz_in lernte schnell die Regeln des Klosters.,"'Die Person, die sich als Noviz oder Novizin identifiziert und möglicherweise auch andere Geschlechtsidentitäten repräsentiert, hat schnell die Regeln des Klosters erlernt, unabhängig davon, ob sie sich als männlich, weiblich oder nicht-binär versteht oder sich in einer anderen Weise geschlechtlich identifiziert.'"
755,Dier Hinterbliebene trauerte um deren verloreneN FreundIn.,"Die Person, die um den Verlust ihrer geliebten Freundschaft trauert, empfindet tiefe Trauer. Unabhängig davon, wie diese Person sich in Bezug auf Geschlecht und Geschlechtsidentität definiert, wird deutlich, dass der Verlust für sie eine bedeutende und schmerzhafte Erfahrung darstellt, die alle emotionalen Facetten des Menschseins umfasst."
1443,"Eine Patient*inverfügung legt fest, welche medizinischen Maßnahmen im Falle einer Entscheidungsunfähigkeit ergriffen werden sollen.","Eine Patientenverfügung ist ein dokumentarisches Instrument, das festlegt, welche medizinischen Maßnahmen ergriffen werden sollen, falls eine Person, unabhängig von ihrer Geschlechtsidentität und -ausdruck, in eine Situation gerät, in der sie nicht mehr in der Lage ist, selbstständig Entscheidungen über ihre medizinische Versorgung zu treffen. Diese Verfügung gilt für alle, die als Patientin, Patient oder auch als Person mit einer anderen Geschlechtsidentität wie nicht-binär, genderfluid oder transgender auftreten und ermöglicht es den betroffenen Personen, ihre Wünsche und Präferenzen klar und respektvoll zu kommunizieren."
1225,Der Bau des Projekts wurde auf etwa zehn Personenmonate geschätzt.,"Der Bau des Projekts wurde auf einen Arbeitsaufwand von etwa zehn Personenmonaten geschätzt, wobei diese Schätzung alle Menschen umfasst, die an dem Projekt beteiligt sein könnten. Dazu gehören Personen, die sich als Frauen, Männer oder mit einer anderen Geschlechtsidentität identifizieren. Es ist wichtig zu betonen, dass in dieser Schätzung ein breites Spektrum an Mitarbeitenden berücksichtigt wird, die möglicherweise unterschiedliche Hintergründe, Erfahrungen und Perspektiven einbringen, um zum Erfolg des Projekts beizutragen."
956,"Der regelmäßige Kund_inkontakt ist wichtig, um die Bedürfnisse der Kund_innen besser zu verstehen.","Der regelmäßige Kontakt mit den Kundinnen, Kunden und allen weiteren Personen, die unsere Dienstleistungen oder Produkte in Anspruch nehmen und sich mit verschiedenen Geschlechtsidentitäten identifizieren, ist von großer Bedeutung, um die unterschiedlichen Bedürfnisse und Wünsche dieser vielfältigen Kundschaft besser zu verstehen und darauf eingehen zu können."
1510,Dier Rechthaber:in diskutierte unermüdlich.,"Die Person, die in dieser Diskussion die Rolle eines Rechthabers, einer Rechthaberin oder einer anderen Identität als Rechthabende einnimmt, engagierte sich unermüdlich in der Debatte. Diese Person könnte sich als Mann, Frau, nicht-binär, genderqueer oder auf eine andere Weise identifizieren und brachte mit ihrer oder seiner Expertise und ihren oder seinen Perspektiven aktiv an den Gesprächen teil."
1710,Die Kinder lernten Steighilfe. ,"Die Kinder, unabhängig von ihrem Geschlecht, ihrer Geschlechtsidentität oder ihrer Geschlechtsexpression, lernten gemeinsam, wie man Steighilfen effizient und sicher anwendet. Dabei wurden alle individuellen Bedürfnisse und Möglichkeiten berücksichtigt, um sicherzustellen, dass jedes Kind, ob es sich als Junge, Mädchen oder mit einer anderen Geschlechtsidentität identifiziert, die Lerninhalte optimal aufnehmen und anwenden kann."
