inclusive_form,gendered,predicted
"Die Person, die als Seiteneinsteigerin oder Seiteneinsteiger in dieses Berufsfeld eingetreten ist und zuvor in einem anderen Berufsbereich tätig war, kann sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, seien es Frauen, Männer oder Personen, die sich nicht in diese traditionellen Kategorien einordnen und möglicherweise non-binär, genderfluid oder auf andere Weise identifizieren.",Dier Seiteneinsteiger_in kam aus einem anderen Berufsfeld.,"Die Person, die als Seiteneinsteigerin oder Seiteneinsteiger in dieses Berufsfeld eingetreten ist, ist und zuvor in einem anderen Berufsbereich tätig war, kann sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, seien es Frauen, Männer oder Personen, die sich nicht in diese traditionellen Kategorien einordnen und möglicherweise non-binär, genderfluid oder auf andere Weise identifizieren. Diese Person kann sich mit unterschiedlichen Geschlechtsidentitäten, seien es Frauen, Männer oder Personen, die sich nicht in diese traditionellen Kategorien einordnen und möglicherweise non-binär, genderfluid oder auf andere Weise identifizieren."
"Die Personen, die in der Landwirtschaft tätig sind, kümmern sich um die Bewirtschaftung ihres Landes, ganz gleich, wie sie sich hinsichtlich ihres Geschlechts oder ihrer Geschlechtsidentität definieren. Dies schließt Frauen, Männer sowie non-binäre und genderqueere Personen ein, die sich in der landwirtschaftlichen Praxis engagieren und ihre jeweiligen Ressourcen und Felder bestmöglich betreuen.",Dier Landwirtschaft Betreibende bewirtschaftet deren Land.,"Die Personen, die in der Landwirtschaft tätig sind, die in der Landwirtschaft tätig sind, sowohl Frauen, Männer als auch non-binäre und genderqueere Personen, die sich in der Landwirtschaftlichen Praxis engagieren und ihre jeweiligen Ressourcen und Felder bestmöglich betreuen. Diese Personen, die in der Landwirtschaft tätig sind, hat Frauen, Männer sowie non-binäre und non-binäre Personen ein, die sich in der Landwirtschaftlichen Praxis engagieren und ihre jeweiligen Ressourcen und Felder bestmöglich betreuen."
"Die Person, die als Wahlhelfer oder Wahlhelferin tätig ist und für die Auszählung der Stimmen verantwortlich ist, zählt die Stimmen aus, unabhängig davon, wie sie sich in Bezug auf ihr Geschlecht oder ihre Geschlechtsidentität versteht. Diese Person könnte sich beispielsweise als Mann, Frau, nicht-binär, genderqueer oder in einer anderen Form von Geschlechtsidentität identifizieren und spielt eine wichtige Rolle im Wahlprozess.",Dier Wahlhelfer_in zählte die Stimmen aus. ,"Die Person, die als Wahlhelfer oder Wahlhelfer tätig tätig ist und für die Auszählung der Stimmen verantwortlich ist, zählt die Stimmen aus, unabhängig davon, wie sie sich in Bezug auf ihr Geschlecht oder ihre Geschlechtsidentität identifizieren, wie sie sich in Bezug auf ihr Geschlecht oder ihre Geschlechtsidentität identifizieren. Diese Person könnte sich als Mann, Frau, nicht-binär, genderqueer oder in einer anderen Form von Geschlechtsidentität identifizieren und spielt eine wichtige Rolle im Wahlprozess."
"Die Personen, die im Seniorenalter sind und sich als Seniorinnen, Senioren oder mit einer anderen Geschlechtsidentität verstehen, kamen regelmäßig zusammen, um bei einer Tasse Kaffee Zeit miteinander zu verbringen und sich auszutauschen.",Die Senior/innen trafen sich regelmäßig zum Kaffee.,"Die Personen, die im Seniorenalter in dieser symbolenalter sind und sich als Seniorinnen, Senioren oder mit einer anderen Geschlechtsidentität verstehen, kamen regelmäßig zusammen, um bei einer Tasse Kaffee Zeit miteinander zu verbringen und sich auszutauschen. Diese Personen, die in dieser symbolen hat, sind und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, haben regelmäßig zusammen, um bei einer Tasse Kaffee Zeit miteinander zu verbringen und sich auszutauschen."
"Der Wechsel der Personen, die als Sprecherinnen, Sprecher und alle weiteren Individuen, die sich in dieser Rolle befinden und möglicherweise eine Geschlechtsidentität haben, die nicht den üblichen Kategorien von Frau oder Mann entspricht, während der Konferenz aufgetreten sind, verlief reibungslos. In dieser Konferenz waren verschiedene Stimmen und Perspektiven vertreten, die die Vielfalt der Geschlechtsidentitäten widerspiegeln, und alle Beteiligten trugen dazu bei, dass der Ablauf angenehm und effizient gestaltet werden konnte.",Der Sprecher:inwechsel während der Konferenz verlief reibungslos.,"Der Wechsel der Personen, die als Sprecherinnen, Sprecher und alle weiteren Individuen, die sich in dieser Rolle befinden und möglicherweise eine Geschlechtsidentität haben, die nicht den üblichen Kategorien von Frau oder Mann entspricht, während der Konferenz aufgetreten sind, verlief reibungslos. In dieser Konferenz waren verschiedene Stimmen und Perspektiven vertreten, die Vielfalt der Geschlechtsidentitäten widerspiegeln, und alle Beteiligten, die in dieser Konferenz verantwortlich sind, trugen dazu bei, dass die Ablauf angenehm und effizient gestaltet werden konnten."
"Die Person, die die Verantwortung für das Tragen und den Transport der schweren Kisten übernommen hat, sei es eine Frau, ein Mann oder jemand, der sich mit einer anderen Geschlechtsidentität identifiziert, hat diese Aufgabe mit großer Sorgfalt und Mühe erfüllt.",Dier Träger/in transportierte die schweren Kisten.,"Die Person, die die Verantwortung für das Tragen und den Transport der schweren Kisten übernommen hat, sei es eine Frau, ein Mann oder eine Person, die sich mit einer anderen Geschlechtsidentität identifiziert, hat diese Aufgabe mit großer Sorgfalt und Mühe erfüllt. Diese Aufgabe hat die Person, die sich als Frau, Mann oder einer anderen Geschlechtsidentität identifiziert, hat diese Aufgabe mit großer Sorgfalt und Mühe erfüllt."
"'Die Person, die im Bereich der sozialen Arbeit tätig ist und als Sozialarbeiter, Sozialarbeiterin oder mit einer anderen Geschlechtsidentität fungiert, unterstützt Familien, die sich in schwierigen Situationen befinden, unabhängig davon, wie sich die einzelnen Beteiligten in Bezug auf Geschlecht und Geschlechtsidentität verstehen.'",Dier SozialarbeiterIn unterstützt Familien in schwierigen Situationen.,"'Die Person, die im Bereich der sozialen Arbeit tätig ist und als Sozialarbeiter, Sozialarbeiterin oder mit einer anderen Geschlechtsidentität fungiert, unterstützt Familien, die sich in schwierigen Situationen befinden unabhängig davon, wie sich die einzelnen Beteiligten in Bezug auf Geschlecht und Geschlechtsidentität verstehen, in Bezug auf Geschlecht und Geschlechtsidentität verstehen. 'Die Person, die in sozialen Arbeit tätig ist, unterstützt Familien, die sich in schwierigen Situationen befinden unabhängig davon, wie sich die einzelnen Beteiligten in Bezug auf Geschlecht und Geschlechtsidentität verstehen.'"
"Das Unternehmen bietet ein umfassendes Angebot für alle Personen an, die private Bauherrschaft anstreben, unabhängig davon, ob sie sich als Bauherr, Bauherrin oder mit einer anderen Geschlechtsidentität identifizieren. Dies schließt Menschen ein, die sich in einem weiblichen, männlichen oder nicht-binären Rahmen sehen, sowie solche, die möglicherweise gender-fluid oder einer anderen Geschlechtsidentität angehören.",Das Unternehmen bietet ein umfassendes Angebot für private BauherrInnen an.,"Das Unternehmen bietet ein umfassendes Angebot für alle Personen an, die private Bauherrschaft anstreben, unabhängig davon, ob sie sich als Bauherr, Bauherrin oder mit einer anderen Geschlechtsidentität identifizieren. Diese schließt Menschen ein, die sich in einem weiblichen, männlichen oder nicht-binären Rahmen sehen, sowie solche, die möglicherweise sexy, gender-fluid oder einer anderen Geschlechtsidentität angehören. Diese schließt Menschen ein, die sich in einem weiblichen, männlichen oder nicht-binären Rahmen sehen, sowie solche, die möglicherweise sexy, gender-fluid oder einer anderen Geschlechtsidentität angehören. Diese schließt Menschen ein, die sich in einem weiblichen, männlichen oder nicht-binären Rahmen sehen, sowie solche, die möglicherweise sexy, gender-fluid oder einer anderen Geschlechtsidentität angehören. Diese schließt Menschen ein, die sich in einem weiblichen, männlichen oder nicht-binären Rahmen sehen, sowie solche, die möglicherweise sexy, gender-fluid oder einer anderen Geschlechtsidentität angehören."
"Die Person, die die Anforderungen stellt, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, benötigt dringend zusätzliche Ressourcen, um ihre Ziele zu erreichen und ihre Arbeit effektiv zu gestalten.",Dier Anforder:in benötigt dringend zusätzliche Ressourcen.,"Die Person, die die Anforderungen enthält, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, benötigt dringend zusätzliche Ressourcen, um ihre Ziele zu erreichen und ihre Arbeit effektiv zu gestalten. Diese Person benötigt es, die sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, um ihre Arbeit effektiv zu gestalten und ihre Arbeit effektiv zu gestalten."
"Im vergangenen Monat haben wir 45 neue Personen gewonnen, die unsere Dienste nutzen, unabhängig davon, ob sie sich als Benutzer, Benutzerin, oder mit einer anderen Geschlechtsidentität identifizieren. Dies umfasst alle Menschen, die unsere Plattform verwenden, unabhängig von ihrem Geschlecht, ihrer Geschlechtsidentität oder ihrem geschlechtlichen Ausdruck.",In dem letzten Monat haben wir 45 neue Benutzer/innen dazu bekommen.,"Im vergangenen Monat haben wir 45 neue Personen gewonnen, die unsere Dienste nutzen, unabhängig davon, ob sie sich als Benutzer, Benutzerin oder mit einer anderen Geschlechtsidentität identifizieren. Diese Plattform umfasst alle Menschen, die unsere Plattform verwenden, unabhängig von ihrem Geschlecht, ihrer Geschlechtsidentität, ihrer Geschlechtsidentität oder ihrem geschlechtlichen Ausdruck. Diese Plattform umfasst alle Menschen, die unsere Plattform verwenden, unabhängig von ihrer Geschlechtsidentität, ihrer Geschlechtsidentität oder ihrem geschlechtlichen Ausdruck."
"Die Person, die in der Funktion einer Assistenzärztin oder eines Assistenzarztes tätig ist, hat die Operation eigenständig durchgeführt, da sie bereits umfangreiche Erfahrungen sammeln konnte, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert.","Dier Assistenzärzt_in führte die Operation eigenständig durch, da dey bereits viel Erfahrung sammeln konnte.","Die Person, die in der Funktion einer Assistenzärzärztin oder eines Assistenzarzte tätig ist, tätig ist, hat die Operation eigenständig durchgeführt, da sie bereits umfangreiche Erfahrungen sammeln konnte, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert. Diese Person, die in der Funktion einer Assistenzärztin oder einer anderen Geschlechtsidentität identifiziert, hat die Operation eigenständig durchgeführt, da sie bereits umfangreiche Erfahrungen sammeln konnten, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert."
"Die Person, die für die Kameraführung verantwortlich ist und die beeindruckenden Momente des Films festhält, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, trägt dazu bei, atemberaubende Bilder zu schaffen. Diese Kameraperson nutzt ihr oder sein kreatives Talent und technische Fähigkeiten, um visuelle Erzählungen zu gestalten, die Menschen aller Geschlechtsidentitäten ansprechen und berühren.",Die Kameraperson hielt die beeindruckenden Momente des Films fest und sorgte für atemberaubende Bilder.,"Die Person, die für die Kameraführung verantwortlich ist und die beeindruckenden Momente des Films festhält, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, trägt dazu bei, atemberaubende Bilder zu schaffen. Diese Kameraperson nutzt ihr oder ihr kreatives Talent und technische Fähigkeiten, um visuelle Erzählungen zu gestalten, die Menschen aller Geschlechtsidentitäten ansprechen und berühren. Diese Kameraperson, die für diese Rolle verantwortlich ist, hat die Möglichkeit, eine breite Perspektive und dynamische Atmosphäre zu schaffen."
"Das Mitglied der Europäischen Kommission, das in dieser Funktion für die Vorstellung der neuen Regelungen verantwortlich ist, wurde ausgewählt, unabhängig davon, ob diese Person sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert. Dieses Mitglied hat die Aufgabe übernommen, die neuen Regelungen zu präsentieren und steht für alle Fragen und Anliegen zur Verfügung, die Menschen verschiedener Geschlechtsidentitäten möglicherweise haben könnten.",Das EU-Kommissionsmitglied stellte die neuen Regelungen vor.,"Das Mitglied der Europäischen Kommission, das in dieser Funktion für die Vorstellung der neuen Regelungen verantwortlich ist, wurde ausgewählt, unabhängig davon, ob diese Person sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert. Dieses Mitglied hat die Aufgabe übernommen, die neuen Regelungen zu präsentieren und steht für alle Fragen und Anliegen zur Verfügung, die Menschen verschiedener Geschlechtsidentitäten möglicherweise haben könnten. Diese Mitglied hat die Aufgabe gewählt, die neuen Regelungen zu präsentieren und steht für alle Fragen und Anliegen zur Verfügung, die Menschen verschiedener Geschlechtsidentitäten möglicherweise haben könnten."
"Die Person, die die Kontrollen durchführt und als Kontrolleur*in tätig ist, hat sorgfältig die Sicherheitsstandards im Werk überprüft, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert.",Dier KontrolleurIn überprüfte sorgfältig die Sicherheitsstandards im Werk.,"Die Person, die die Kontrollen durchführt und als Kontrolleur*in tätig ist, hat sorgfältig die Sicherheitsstandards im Werk überprüft, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert. ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert."
